id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season,xA/90,npxG/90,npxGxA/90
3344,Casimir Ninga,9,512,5,1.5308150723576546,2,0.18296934571117163,18,5,2,0,F M S,Montpellier,5,1.5308150723576546,2.477145977318287,0.9393947198987007,16/17,0.03216258030079189,0.26908858693786897,0.30125116723866086
3456,Jimmy Cabot,25,1262,5,3.6990998219698668,4,2.779626615345478,25,27,1,0,F M S,Lorient,5,3.6990998219698668,7.185711044818163,3.449299255385995,16/17,0.1982301072750341,0.26380268144000635,0.46203278871504044
3492,Cheikh Ndoye,33,2909,5,6.940989337861538,5,5.9411275163292885,88,48,5,1,M S,Angers,5,6.940989337861538,12.893430564552546,4.276435682550073,16/17,0.18380937657945548,0.2147435683766031,0.3985529449560586
3530,Andy Delort,15,1234,5,5.53704322129488,0,1.266143187880516,38,5,0,0,F,Toulouse,4,4.01685294136405,4.913297347724438,1.6014370936900377,16/17,0.09234431678220945,0.29296334256301826,0.3853076593452277
3575,Moustapha Diallo,26,1757,5,5.43551694508642,2,0.8557817563414574,48,11,7,1,M S,Guingamp,5,5.43551694508642,7.1785213416442275,2.190379680134356,16/17,0.04383628803115035,0.2784271628103459,0.32226345084149627
3962,Anastasios Donis,18,437,5,3.567173756659031,1,0.5506040267646313,19,5,1,0,F M S,Nice,5,3.567173756659031,3.986410442739725,0.4538763426244259,16/17,0.11339671031765862,0.7346582107535762,0.8480549210712348
5675,Ismaila Sarr,31,1941,5,2.1582041066139936,1,2.671746597625315,28,25,2,0,F M S,Metz,5,2.1582041066139936,5.068145591765642,1.1962271984666586,16/17,0.12388314981261121,0.10007128778735674,0.22395443759996797
5700,Yann Karamoh,35,2208,5,8.732906203716993,4,3.462427488528192,60,26,2,0,F M S,Caen,5,8.732906203716993,12.997061105445027,3.075229705311358,16/17,0.14113155523892087,0.3559608506949861,0.497092405933907
152,Julian Draxler,17,1019,4,2.9870047997683287,1,1.6623531505465508,24,21,2,0,F M S,Paris Saint Germain,4,2.9870047997683287,9.99673805385828,6.0710532404482365,16/17,0.1468221624624039,0.26381789203056877,0.4106400544929727
536,Dimitri Payet,15,1254,4,2.1852807989344,3,4.325862713158131,39,39,3,0,F S,Marseille,4,2.1852807989344,9.467240922152996,5.637372823432088,16/17,0.3104686157768993,0.1568383348517512,0.4673069506286505
960,Clinton N&#039;Jie,22,1028,4,2.694445379078388,1,1.4118835404515266,27,16,1,0,F M S,Marseille,4,2.694445379078388,5.300411047413945,1.9300708528608084,16/17,0.12360848116793521,0.23589502346017016,0.3595035046281054
3229,Yoann Gourcuff,27,2310,4,2.2680512508377433,3,4.245050355792046,38,48,3,0,F M,Rennes,4,2.2680512508377433,9.298114590346813,5.343759617768228,16/17,0.16539157230358617,0.08836563314952246,0.25375720545310865
3231,Kamil Grosicki,16,982,4,4.496155893430114,3,3.077737146988511,32,25,0,0,M S,Rennes,3,2.9759656097739935,4.954390119761229,0.6459351954981685,16/17,0.2820736692759328,0.2727463389813232,0.5548200082572561
3296,Blaise Matuidi,34,2413,4,3.6843605805188417,4,4.457987611182034,41,27,4,0,F M S,Paris Saint Germain,4,3.6843605805188417,20.97232723236084,15.154585115611553,16/17,0.1662738852077841,0.13741916794309814,0.30369305315088224
3329,Gaël Danic,29,1852,4,3.028907896950841,3,2.9812670052051544,37,27,7,1,F M S,SC Bastia,4,3.028907896950841,5.93633187469095,2.933103756979108,16/17,0.14487798621407336,0.14719314833994365,0.292071134554017
3362,Rony Lopes,25,1876,4,5.666795295663178,4,3.4116398729383945,67,30,2,0,F M S,Lille,4,5.666795295663178,10.395183462649584,3.23464987706393,16/17,0.16367142247572256,0.27186118156166633,0.4355326040373889
